"ARVO","NIMI_FI","NIMI_SV","NIMI_EN","KUVAUS_FI","LYHYTNIMI_FI","KUVAUS_SV","LYHYTNIMI_SV","KUVAUS_EN","LYHYTNIMI_EN","ALKUPVM","LOPPUPVM"
862300,"Elintarviketieteiden lisensiaatti","Licentiat i livsmedelsvetenskaper","Licentiate of Food Sciences",,"Elintarviket. lis.",,"Lic. i livsmedelsvetenskaper",,"Licentiate of Food Sciences",01.01.1997,
862301,"Elintarviketieteiden lisensiaatti","Licentiat i livsmedelsvetenskaper","Licentiate of Food Sciences",,"Elintarviket. lis.",,"Lic. i livsmedelsvetenskaper",,"Licentiate of Food Sciences",01.01.1997,
862900,"Muu maa- ja metsätalousalan lisensiaattikoulutus","Annan licentiatutbildning inom lant- och skogsbruk","Other Lic. Prog. in Agricult.",,"Muu maa-, metsätal. lis.koul",,"Ann. lic.utb., lant- o sk.br.",,"Other Licentiate Programme in Agriculture and Forestry",01.01.1997,
862999,"Muu tai tuntematon maa- ja metsätalousalan lisensiaattikoulutus","Annan eller okänd licentiatutbildning inom lant- och skogsbruk","Other Lic. Prog. in Agricult.",,"Muu maa-, metsätal. lis.koul",,"Ann. lic.utb., lant- o sk.br.",,"Other or Unknown Licentiate Programme in Agriculture and Forestry",01.01.1997,
865000,"Maa- ja metsätalousalan tohtori","Doktor i lant- och skogsbruk","DSc (Agriculture and Forestry)",,"Maa-ja metsätalousalan tohtori",,"Doktor i lant- o skogsbruk",,"Doctor of Science (Agriculture and Forestry)",01.01.1997,
865200,"Maatalous- ja metsätieteiden tohtori","Agronomie- och forstdoktor","DSc (Agriculture and Forestry)",,"Maat. ja metsät. toht.",,"Agronomie- o forstdoktor",,"Doctor of Science (Agriculture and Forestry)",01.01.1997,
865201,"Maat. ja metsät. toht., maatalous","Agr. o. forstdr, lantbruk","DSc, Agriculture",,"MMT, maatalous",,"AFD, lantbruk",,"Doctor of Science (Agriculture and Forestry), Agriculture",01.01.1997,
865202,"Maat. ja metsät. toht., metsätalous","Agr. o. forstdr, skogsbruk","DSc, Forestry",,"MMT, metsätalous",,"AFD, skogsbruk",,"Doctor of Science (Agriculture and Forestry), Forestry",01.01.1997,
865203,"Maat. ja metsät. toht., ympäristöala","Agr. o. forstdr, miljöbranschen","DSc, Environmental Science",,"MMT, ympäristöala",,"AFD, miljöbranschen",,"Doctor of Science (Agriculture and Forestry), Environmental Science",01.01.1997,
865204,"Maat. ja metsät. toht., kotitalousala","Agr. o. forstdr, hushållsbranschen","DSc, Household Science",,"MMT, kotitalousala",,"AFD, hushållsbranschen",,"Doctor of Science (Agriculture and Forestry), Household Science",01.01.1997,
865205,"Maat. ja metsät. toht., biotekniikka","Agr. o. forstdr, bioteknik","DSc, Biotechnology",,"MMT, biotekniikka",,"AFD, bioteknik",,"Doctor of Science (Agriculture and Forestry), Biotechnology",01.01.2003,
865251,"Maat. ja metsät. toht., elintarvikeala","Agr. o. forstdr, livsmedelsbranschen","DSc, Food Science",,"MMT, elintarvikeala",,"AFD, livsmedelsbranschen",,"Doctor of Science (Agriculture and Forestry), Food Sciences",01.01.1997,
865299,"Maat. ja metsät. toht., muu tai tuntematon ala","Agr. o. forstdr, annat eller okänt specialområde","DSc, Other Field",,"MMT, muu ala",,"AFD, ann. spec.omr.",,"Doctor of Science (Agriculture and Forestry), Other or Unknown Field",01.01.1997,
865300,"Elintarviketieteiden tohtori","Doktor i livsmedelsvetenskaper","Doctor of Food Sciences",,"Elintarviket. toht.",,"Doktor i livsmedelsvetenskaper",,"Doctor of Food Sciences",01.01.1997,
865301,"Elintarviketieteiden tohtori","Doktor i livsmedelsvetenskaper","Doctor of Food Sciences",,"Elintarviket. toht.",,"Doktor i livsmedelsvetenskaper",,"Doctor of Food Sciences",01.01.1997,
865500,"Filosofian tohtori, maa- ja metsätalousala","Filosofie doktor, lant- och skogsbruk","PhD, Agriculture, Forestry",,"FT, maa-, metsätalousala",,"FD, lant- och skogsbruk",,"Doctor of Philosophy, Agriculture and Forestry",01.01.1997,
865501,"Fil. toht., maa- ja metsätalous","Fil. dr, lant- och skogsbruk","PhD, Agriculture, Forestry",,"FT, maa- ja metsätalous",,"FD, lant- och skogsbruk",,"Doctor of Philosophy, Agriculture and Forestry",01.01.1997,
865900,"Muu maa- ja metsätalousalan tohtorikoulutus","Annan doktorsutbildning inom lant- och skogsbruk","Other Doct. Prog., Agriculture",,"Muu maa-, metsätal. toht.koul",,"Ann. dr.utb., lant- o sk.br.",,"Other Doctoral Programme in Agriculture and Forestry",01.01.1997,
865999,"Muu tai tuntematon maa- ja metsätalousalan tohtorikoulutus","Annan eller okänd doktorsutbildning inom lant- och skogsbruk","Other Doct. Prog., Agriculture",,"Muu maa-, metsätal. toht.koul",,"Ann. dr.utb., lant- o sk.br.",,"Other or Unknown Doctoral Programme in Agriculture and Forestry",01.01.1997,
869000,"Muu maa- ja metsätalousalan koulutus, tutkijakoulutusaste","Annan utbildning inom lant- och skogsbruk på forskarutbildningsnivå","Other Ed. Agriculture, Lvl 8",,"Muu maa-,metsätal. koul,8-aste",,"Ann. utb., lant- o sk.br., n-8",,"Other Education in Agriculture and Forestry, Doctorate or Equivalent Level Tertiary Education",01.01.1997,
869900,"Muu maa- ja metsätalousalan koulutus, tutkijakoulutusaste","Annan utbildning inom lant- och skogsbruk på forskarutbildningsnivå","Other Ed. Agriculture, Lvl 8",,"Muu maa-, metsätalous, 8-aste",,"Ann. utb., lant- o sk.br., n-8",,"Other Education in Agriculture and Forestry, Doctorate or Equivalent Level Tertiary Education",01.01.1997,
869999,"Muu tai tuntematon maa- ja metsätalousalan koulutus, tutkijakoulutusaste","Annan eller okänd utbildning inom lant- och skogsbruk på forskarutbildningsnivå","Other Ed. Agriculture, Lvl 8",,"Muu maa-, metsätalous, 8-aste",,"Ann. utb., lant- o sk.br., n-8",,"Other or Unknown Education in Agriculture and Forestry, Doctorate or Equivalent Level Tertiary Education",01.01.1997,
872000,"Terveys- ja sosiaalialan lisensiaatti","Licentiat inom hälso- och socialvård","Licentiate of Health, Welfare",,"Terveys-, sosiaalialan lis.",,"Lic. inom hälso- o socialvård",,"Licentiate of Health and Welfare",01.01.1997,
872400,"Farmasian lisensiaatti","Farmacie licentiat","Licentiate of Science (Pharm.)",,"Farmasian lisensiaatti",,"Farmacie licentiat",,"Licentiate of Science (Pharmacy)",01.01.1997,
872401,"Farmasian lisensiaatti","Farmacie licentiat","Licentiate of Science (Pharm.)",,"Farmasian lisensiaatti",,"Farmacie licentiat",,"Licentiate of Science (Pharmacy)",01.01.1997,
872500,"Terveystieteiden lisensiaatti, terveydenhuollon lisensiaatti","Licentiat i hälsovetenskaper, licentiat i hälsovård","Licentiate of Health Sciences",,"Terveystieteiden lisensiaatti",,"Lic. i hälsovet., lic. h.vård",,"Licentiate of Health Sciences",01.01.1997,
872501,"Terveystieteiden lisensiaatti, terveydenhuollon lisensiaatti","Licentiat i hälsovetenskaper, licentiat i hälsovård","Licentiate of Health Sciences",,"Terveystieteiden lisensiaatti",,"Lic. i hälsovet., lic. h.vård",,"Licentiate of Health Sciences",01.01.1997,
872900,"Muu terveys- ja sosiaalialan lisensiaattikoulutus","Annan licentiatutbildning inom hälso- och socialvård","Other Lic. Prog. in Health",,"Muu terv.-, sos.alan lis.koul",,"Ann. lic.utb., hälso- o soc.v.",,"Other Licentiate Programme in Health and Welfare",01.01.1997,
872999,"Muu tai tuntematon terveys- ja sosiaalialan lisensiaattikoulutus","Annan eller okänd licentiatutbildning inom hälso- och socialvård","Other Lic. Prog. in Health",,"Muu terv.-, sos.alan lis.koul",,"Ann. lic.utb., hälso- o soc.v.",,"Other or Unknown Licentiate Programme in Health and Welfare",01.01.1997,
875000,"Terveys- ja sosiaalialan tohtori","Doktor inom hälso- och socialvård","Doctor of Health and Welfare",,"Terveys-, sosiaalialan tohtori",,"Doktor inom hälso- o socialv.",,"Doctor of Health and Welfare",01.01.1997,
875100,"Lääketieteen tohtori: lääketieteen ja kirurgian tohtori","Medicine doktor: doktor i medicin och kirurgi","Doctor of Medical Science",,"Lääketieteen tohtori",,"Medicine dr: dr i med. o kir.",,"Doctor of Medical Science",01.01.1997,
875101,"Lääketieteen tohtori","Medicine doktor","Doctor of Medical Science",,"Lääketieteen tohtori",,"Medicine doktor",,"Doctor of Medicinal Sciences",01.01.1997,
875200,"Hammaslääketieteen tohtori","Odontologie doktor","Doctor of Dental Science",,"Hammaslääketieteen tohtori",,"Odontologie doktor",,"Doctor of Dental Sciences",01.01.1997,
875201,"Hammaslääketieteen tohtori","Odontologie doktor","Doctor of Dental Science",,"Hammaslääketieteen tohtori",,"Odontologie doktor",,"Doctor of Dental Sciences",01.01.1997,
875300,"Eläinlääketieteen tohtori","Veterinärmedicine doktor","Doctor of Veterinary Medicine",,"Eläinlääketieteen tohtori",,"Veterinärmedicine doktor",,"Doctor of Veterinary Medicine",01.01.1997,
875301,"Eläinlääketieteen tohtori","Veterinärmedicine doktor","Doctor of Veterinary Medicine",,"Eläinlääketieteen tohtori",,"Veterinärmedicine doktor",,"Doctor of Veterinary Medicine",01.01.1997,
875400,"Farmasian tohtori","Farmacie doktor","Doctor of Science (Pharmacy)",,"Farmasian tohtori",,"Farmacie doktor",,"Doctor of Science (Pharmacy)",01.01.1997,
875401,"Farmasian tohtori","Farmacie doktor","Doctor of Science (Pharmacy)",,"Farmasian tohtori",,"Farmacie doktor",,"Doctor of Science (Pharmacy)",01.01.1997,
875500,"Terveystieteiden tohtori, terveydenhuollon tohtori","Doktor i hälsovetenskaper, doktor i hälsovård","Doctor of Health Sciences",,"Terveystieteiden tohtori",,"Doktor i hälsovet., dr hälsov.",,"Doctor of Health Sciences",01.01.1997,
875501,"Terveystieteiden tohtori, terveydenhuollon tohtori","Doktor i hälsovetenskaper, doktor i hälsovård","Doctor of Health Sciences",,"Terveystieteiden tohtori",,"Doktor i hälsovet., dr hälsov.",,"Doctor of Health Sciences",01.01.1997,
875600,"Filosofian tohtori, terveys- ja sosiaaliala","Filosofie doktor, hälso- och socialvård","PhD, Health and Welfare",,"FT, terveys- ja sosiaaliala",,"Fil. dr, hälso- o socialvård",,"Doctor of Philosophy, Health and Welfare",01.01.1997,
875601,"Fil. toht., lääketiede","Fil. dr, medicin","PhD, Medicine",,"FT, lääketiede",,"FD, medicin",,"Doctor of Philosophy, Medicine",01.01.1997,
875602,"Fil. toht., hammaslääketiede","Fil. dr, odontologi","PhD, Dentistry",,"FT, hammaslääketiede",,"FD, odontologi",,"Doctor of Philosophy, Dentistry",01.01.1997,
875603,"Fil. toht., eläinlääketiede","Fil. dr, veterinärmedicin","PhD, Veterinary Science",,"FT, eläinlääketiede",,"FD, veterinärmedicin",,"Doctor of Philosophy, Veterinary Science",01.01.1997,
875604,"Fil. toht., farmasia","Fil. dr, farmaci","PhD, Pharmacy",,"FT, farmasia",,"FD, farmaci",,"Doctor of Philosophy, Pharmacy",01.01.1997,
875605,"Fil. toht., terveystiede","Fil. dr, hälsovård","PhD, Health Care",,"FT, terveystiede",,"FD, hälsovård",,"Doctor of Philosophy, Health Care",01.01.1997,
875699,"Fil. toht., muu tai tuntematon terveys- ja sosiaaliala","Fil. dr, annan eller okänd hälso- och socialvård","PhD, Other Field",,"FT, muu terveys-, sosiaaliala",,"FD, ann. hälso- o soc.v.",,"Doctor of Philosophy, Other or Unknown Field in Health and Welfare",01.01.1997,
875900,"Muu terveys- ja sosiaalialan tohtorikoulutus","Annan doktorsutbildning inom hälso- och socialvård","Other Doctoral Prog., Health",,"Muu terv.-, sos.alan toht.koul",,"Ann. dr.utb., hälso- o soc.v.",,"Other Doctoral Programme in Health and Welfare",01.01.1997,
875999,"Muu tai tuntematon terveys- ja sosiaalialan tohtorikoulutus","Annan eller okänd doktorsutbildning inom hälso- och socialvård","Other Doctoral Prog., Health",,"Muu terv.-, sos.alan toht.koul",,"Ann. dr.utb., hälso- o soc.v.",,"Other or Unknown Doctoral Programme in Health and Welfare",01.01.1997,
879000,"Muu terveys- ja sosiaalialan koulutus, tutkijakoulutusaste","Annan utbildning inom hälso- och socialvård på forskarutbildningsnivå","Other Ed. in Health, Level 8",,"Muu terv.-, sos.alan toht.koul",,"Ann. utb., hälso- o socialvård",,"Other Education in Health and Welfare, Doctorate or Equivalent Level Tertiary Education",01.01.1997,
879900,"Muu terveys- ja sosiaalialan koulutus, tutkijakoulutusaste","Annan utbildning inom hälso- och socialvård på forskarutbildningsnivå","Other Ed. in Health, Level 8",,"Muu terv.-, sos.alan tutk.koul",,"Ann. utb., hälso- o socialvård",,"Other Education in Health and Welfare, Doctorate or Equivalent Level Tertiary Education",01.01.1997,
879999,"Muu tai tuntematon terveys- ja sosiaalialan koulutus, tutkijakoulutusaste","Annan eller okänd utbildning inom hälso- och socialvård på forskarutbildningsnivå","Other Ed. in Health, Level 8",,"Muu terv.-, sos.ala, 8-aste",,"Ann. utb., hälso- o soc.nivå 8",,"Other or Unknown Education in Health and Welfare, Doctorate or Equivalent Level Tertiary Education",01.01.1997,
882000,"Palvelualojen lisensiaattikoulutus","Licentiatutbildning inom servicebranscher","Licentiate Prog. in Services",,"Palvelualojen lisensiaattikoul",,"Lic.utb., servicebranscher",,"Licentiate Programme in Services",01.01.1997,
882200,"Liikuntatieteiden lisensiaatti","Licentiat i gymnastik- och idrottsvetenskaper","LicPh, Sport, Health Sc.",,"Liikuntatieteiden lisensiaatti",,"Lic. i gymn.- o idr.vetensk.",,"Licentiate of Philosophy (Sport and Health Sciences)",01.01.1997,
882201,"Liikuntatieteiden lisensiaatti","Licentiat i gymnastik- och idrottsvetenskaper","LicPh, Sport, Health Sc.",,"Liikuntatieteiden lisensiaatti",,"Lic. i gymn.- o idr.vetensk.",,"Licentiate of Philosophy (Sport and Health Sciences)",01.01.1997,
882900,"Muu palvelualojen lisensiaattikoulutus","Annan licentiatutbildning inom servicebranscher","Other Lic. Prog., Services",,"Muu palvelualojen lis.koulutus",,"Ann. lic.utb., servicebr.",,"Other Licentiate Programme in Services",01.01.1997,
882999,"Muu tai tuntematon palvelualojen lisensiaattikoulutus","Annan eller okänd licentiatutbildning inom servicebranscher","Other Lic. Prog., Services",,"Muu palvelualojen lis.koul",,"Ann. lic.utb., servicebr.",,"Other or Unknown Licentiate Programme in Services",01.01.1997,
885000,"Palvelualojen tohtorikoulutus","Doktorsutbildning inom servicebranscher","Doctoral Prog. in Services",,"Palvelualojen tohtorikoul",,"Doktorsutb., servicebranscher",,"Doctoral Programme in Services",01.01.1997,
885200,"Liikuntatieteiden tohtori","Doktor i gymnastik- och idrottsvetenskaper","PhD, Sport, Health Sc.",,"Liikuntatieteiden tohtori",,"Doktor i gymn.- o idr.vetensk.",,"Doctor of Philosophy (Sport and Health Sciences)",01.01.1997,
885201,"Liikuntatieteiden tohtori","Doktor i gymnastik- och idrottsvetenskaper","PhD, Sport, Health Sc.",,"Liikuntatieteiden tohtori",,"Doktor i gymn.- o idr.vetensk.",,"Doctor of Philosophy (Sport and Health Sciences)",01.01.1997,
885300,"Filosofian tohtori, liikuntatieteen ala","Filosofie dr, gymnastik- och idrottsbranschen","PhD Sport, Health Sc.",,"FT, liikuntatieteen ala",,"FD, gymn.- o idrottsbr.",,"Doctor of Philosophy, Sport and Health Sciences",01.01.1997,
885301,"Fil. toht., liikuntatiede","Fil. dr, gymnastik- och idrottsvetenskap","PhD, Sport Science",,"FT, liikuntatiede",,"FD, gymn.- o idr.vetensk.",,"Doctor of Philosophy, Sport Science",01.01.1997,
885600,"Sotilasalan koulutus, tutkijakoulutusaste","Utbildning inom militärbranschen på forskarutbildningsnivå","Ed. in Military Science, Lvl 8",,"Sotilasalan koulutus, 8-aste",,"Utb., militärbr., nivå 8",,"Education in Military Science, Doctorate or Equivalent Level Tertiary Education",01.01.2000,
885601,"Sotatieteiden tohtori","Doktor i militärvetenskaper","PhD (Military Science)",,"Sotatieteiden tohtori",,"Doktor i militärvetenskaper",,"Doctor of Arts (Military Science)",01.01.2000,
885900,"Muu palvelualojen tohtorikoulutus","Annan doktorsutbildning inom servicebranscher","Other Doctoral Prog., Services",,"Muu palvelualojen toht.koul",,"Ann. dr.utb., servicebranscher",,"Other Doctoral Programme in Services",01.01.1997,
885999,"Muu tai tuntematon palvelualojen tohtorikoulutus","Annan eller okänd doktorsutbildning inom servicebranscher","Other Doctoral Prog., Services",,"Muu palvelualojen toht.koul",,"Ann. dr.utb., servicebranscher",,"Other or Unknown Doctoral Programme in Services",01.01.1997,
889000,"Muu palvelualojen koulutus, tutkijakoulutusaste","Annan utbildning inom servicebranscher på forskarutbildningsnivå","Other Ed. in Services, Level 8",,"Muu palvelualojen koul, 8-aste",,"Ann. utb., servicebr., nivå 8",,"Other Education in Services, Doctorate or Equivalent Level Tertiary Education",01.01.1997,
889900,"Muu palvelualojen koulutus, tutkijakoulutusaste","Annan utbildning inom servicebranscher på forskarutbildningsnivå","Other Ed. in Services, Level 8",,"Muu palvelualojen koul, 8-aste",,"Ann. utb., servicebr., nivå 8",,"Other Education in Services, Doctorate or Equivalent Level Tertiary Education",01.01.1997,
889999,"Muu tai tuntematon palvelualojen koulutus, tutkijakoulutusaste","Annan eller okänd utbildning inom servicebranscher på forskarutbildningsnivå","Other Ed. in Services, Level 8",,"Muu palvelualojen koul, 8-aste",,"Ann. utb., servicebr., nivå 8",,"Other or Unknown Education in Services, Doctorate or Equivalent Level Tertiary Education",01.01.1997,
892000,"Filosofian lisensiaatti, muu koulutusala","Filosofie licentiat, annat utbildningsområde","LicPh, Other Field",,"Fil. lis., muu koulutusala",,"Fil. lic., ann. utb.område",,"Licentiate of Philosophy, Other Field",01.01.1997,
892900,"Filosofian lisensiaatti, muu koulutusala","Filosofie licentiat, annat utbildningsområde","LicPh, Other Field",,"FL, muu koulutusala",,"FL, ann. utb.område",,"Licentiate of Philosophy, Other Field",01.01.1997,
892999,"Fil. lis., muu tai tuntematon koulutusala","Fil. lic., annat eller okänt utbildningsområde","LicPh, Other Field",,"FL, muu koulutusala",,"FL, ann. utb.område",,"Licentiate of Philosophy, Other or Unknown Field",01.01.1997,
895000,"Filosofian tohtori, muu koulutusala","Filosofie doktor, annat utbildningsområde","PhD, Other Field",,"Fil. toht., muu koulutusala",,"Fil. dr, ann. utb.område",,"Doctor of Philosphy, Other Field",01.01.1997,
895900,"Filosofian tohtori, muu koulutusala","Filosofie doktor, annat utbildningsområde","PhD, Other Field",,"FT, muu koulutusala",,"FD, ann. utb.område",,"Doctor of Philosophy, Other Field",01.01.1997,
