"KOODIARVO","NIMI_FI","NIMI_SV","ALKUPVM","LOPPUPVM"
"76590","Koestaja (sähkö, elektroniikka, teletekniikka)","Provare (el, elektronik, teleteknik)",19.5.2011,
"76590","Tarkastaja (sähkö, elektroniikka, teletekniikka)","Avsynare (el, elektronik, teleteknik)",19.5.2011,
"76590","Koneenhoitaja (sähkö, elektroniikka, teletekn.)","Maskinoperatör (el, elektronik, teleteknik)",19.5.2011,
"769","Muu sähkötyö","Övrigt elarbete",19.5.2011,
"76910","Mekatroniikka-asentaja","Mekatronikmontör",19.5.2011,
"76990","Muut sähkötyöntekijät","Övriga elarbetare",19.5.2011,
"77","Puutyö","Träarbete",19.5.2011,
"771","Puutavaran käsittelijät","Virkeshanterare",19.5.2011,
"01390","Muut geologit","Övriga geologer",19.5.2011,
"77110","Puutavaran vastaanottaja","Virkesintagare",19.5.2011,
"77110","Syöttäjä (puutavara)","Påstickare (trävirke)",19.5.2011,
"77110","Tukinlaskija","Stockräknare",19.5.2011,
"77110","Ylösottaja","Räknare",19.5.2011,
"77120","Tukinmittaaja","Tummare",19.5.2011,
"77120","Tukinerottaja","Timmerskiljare",19.5.2011,
"77120","Tukinniputtaja","Timmerbuntare",19.5.2011,
"77120","Tuumaaja (saha)","Tummare (såg)",19.5.2011,
"77130","Kuorimiskoneenhoitaja","Barkmaskinskötare",19.5.2011,
"77130","Jälkikuorija","Efterbarkare",19.5.2011,
"01390","Seismologi","Seismolog",19.5.2011,
"77130","Kuorenpuristaja","Barkpressare",19.5.2011,
"77190","Muut puutyöntekijät","Övriga virkesarbetare",19.5.2011,
"772","Puutavaratyöntekijät","Trävaruarbetare",19.5.2011,
"77210","Sahaaja","Sågare",19.5.2011,
"77210","Kehyssahaaja","Ramsågare",19.5.2011,
"77210","Sahanhoitaja","Sågoperatör",19.5.2011,
"77210","Sirkkelisahaaja","Cirkelsågare",19.5.2011,
"77215","Särmänsahaaja","Kantsågare",19.5.2011,
"77215","Särmääjä (puutavara)","Kantare (virke)",19.5.2011,
"77220","Katkaisusahaaja","Kapsågare",19.5.2011,
"01395","Tutkimusapulainen (geologia)","Forskningsbiträde (geologi)",19.5.2011,
"77225","Höylääjä (sahalaitos)","Hyvlare (virke)",19.5.2011,
"77230","Puutavaranlajittelija","Virkessorterare",19.5.2011,
"77235","Puutavarankuivaaja","Virkestorkare",19.5.2011,
"77240","Paketoija (puutavara)","Paketläggare (virke)",19.5.2011,
"77240","Niputtaja (puutavara)","Knippare (virke)",19.5.2011,
"77240","Pakettikoneenkäyttäjä (puutavara)","Paketmaskinskötare (virke)",19.5.2011,
"77240","Tapuloija","Stapelläggare",19.5.2011,
"77245","Puutavarankyllästäjä","Virkesimpregnerare",19.5.2011,
"77250","Vanerinsorvaaja","Fanersvarvare",19.5.2011,
"77250","Vanerinleikkaaja","Fanerklippare",19.5.2011,
"014","Meteorologit, hydrologit","Meteorologer, hydrologer",19.5.2011,
"77250","Viilunsorvaaja","Fanersvarvare",19.5.2011,
"77255","Hakkeenvalmistaja","Flisberedare",19.5.2011,
"77290","Muut puutavaratyöntekijät","Övriga trävaruarbetare",19.5.2011,
"77290","Lautatarhantyöntekijä","Brädgårdsarbetare",19.5.2011,
"77290","Puutavaranluovuttaja (lautatarha)","Virkesutlämnare (brädgård)",19.5.2011,
"00130","Esimies (rakennus)","Förman (byggnad)",19.5.2011,
"77290","Puutavaranmerkitsijä","Virkesmärkare",19.5.2011,
"773","Vaneri- ja kuitulevytyöntekijät","Faner- och träfiberskivearbetare",19.5.2011,
"77310","Kuiduttimenhoitaja","Defibratorskötare",19.5.2011,
"77320","Liimanvalmistaja (vaneri- ja kuitulevyteollisuus)","Limberedare (faner- och fiberskiveindustri)",19.5.2011,
"77330","Vanerityöntekijä","Fanerarbetare",19.5.2011,
"01410","Meteorologi","Meteorolog",19.5.2011,
"77330","Paikkaaja (vaneriteollisuus)","Stansare (fanerindustri)",19.5.2011,
"77330","Saumaaja (vaneriteollisuus)","Fogare (fanerindustri)",19.5.2011,
"77330","Vanerinpuristaja","Fanerpressare",19.5.2011,
"77330","Meistäjä (vaneriteollisuus)","Stansare (fanerindustri)",19.5.2011,
"77330","Liimaaja (vaneriteollisuus)","Limmare (fanerindustri)",19.5.2011,
"77340","Koneenkäyttäjä (kuitulevyteollisuus)","Maskinförare (fiberskiveindustri)",19.5.2011,
"77340","Kuitulevyntekijä","Fiberplattarbetare",19.5.2011,
"77350","Puristaja (kuitu- ja lastulevyteollisuus)","Pressare (fiber- och spånskiveindustri)",19.5.2011,
"77350","Kuitulevynkarkaisija","Fiberskivhärdare",19.5.2011,
"77350","Kuitulevynkuivaaja","Fiberskivtorkare",19.5.2011,
"01420","Hydrologi","Hydrolog",19.5.2011,
"77360","Muotosahaaja","Formatsågare",19.5.2011,
"77390","Muut vaneri- ja kuitulevytyöntekijät","Övriga faner- och träfiberskivearbetare",19.5.2011,
"77390","Valmiiden tuotteiden tarkastaja","Avsynare av färdiga produkter",19.5.2011,
"77390","Valmiiden tuotteiden lajittelija","Sorterare av färdiga produkter",19.5.2011,
"775","Veneenrakentajat","Båtbyggare",19.5.2011,
"77510","Veneenrakentaja","Båtbyggare",19.5.2011,
"77510","Veneenveistäjä","Båtsnickare",19.5.2011,
"77520","Veistämön puuseppä","Varvssnickare",19.5.2011,
"77530","Vaununkoripuuseppä","Karosserisnickare",19.5.2011,
"77530","Vaununtekijä","Vagnmakare",19.5.2011,
"01430","Säähavainnontekijä","Väderobservatör",19.5.2011,
"77590","Muut veneenrakentajat","Övriga båtbyggare",19.5.2011,
"776","Huonekalupuusepät","Möbelsnickare",19.5.2011,
"77610","Huonekalupuuseppä","Möbelsnickare",19.5.2011,
"77610","Puuseppä-artesaani","Artesan-snickare",19.5.2011,
"77620","Koristepuuseppä","Dekopör, finsnickare",19.5.2011,
"77620","Koristeveistäjä","Intarsiasnickare",19.5.2011,
"77620","Puunveistäjä","Träsnidare",19.5.2011,
"77630","Korjauspuuseppä","Reparationssnickare",19.5.2011,
"77630","Entisöijä (huonekalu tms.)","Konservator (möbel o.dyl)",19.5.2011,
"77640","Kalusteasentaja","Inredningsmontör",19.5.2011,
"01430","Säänhavainnoija","Väderobservatör",19.5.2011,
"77690","Muut huonekalupuusepät","Övriga möbelsnickare",19.5.2011,
"77690","Lehtisahaaja","Lövsågare",19.5.2011,
"77690","Teatteripuuseppä","Teatersnickare",19.5.2011,
"777","Konepuusepät","Verkstadssnickare",19.5.2011,
"77710","Puuntyöstökoneenasettaja","Trämaskinsställare",19.5.2011,
"77720","Konepuuseppä","Maskinsnickare",19.5.2011,
"77720","Höylääjä (puutyö)","Hyvlare (snickeri)",19.5.2011,
"77720","Jyrsijä (puutyö)","Fräsare (snickeri)",19.5.2011,
"77720","Oikaisija (puutuote)","Rätare (träalster)",19.5.2011,
"77720","Siloittaja (puutuote)","Putsare (träalster)",19.5.2011,
"01430","Sääteknikko","Vädertekniker",19.5.2011,
"77720","Sorvaaja (puutuote)","Svarvare (träalster)",19.5.2011,
"77720","Vannesahaaja","Bandsågare",19.5.2011,
"77725","NC-koneiden käyttäjä-ohjelmoija (puu)","NC-operatör-programmerare (trämaskiner)",19.5.2011,
"77730","Puuntyöstökoneenhoitaja","Trämaskinsskötare",19.5.2011,
"77740","Vaneroija","Fanerare",19.5.2011,
"77740","Kokooja (puutuote)","Hopsättare (snickerialster)",19.5.2011,
"77740","Viiluttaja","Fanerare",19.5.2011,
"77750","Penkkipuuseppä","Bänksnickare",19.5.2011,
"77750","Kokoonpanija (puuteollisuus)","Sammansättare (träindustri)",19.5.2011,
"77760","Lestimallintekijä","Lästmodellör",19.5.2011,
"01490","Muut meteorologit ja hydrologit","Övriga meteorologer och hydrologer",19.5.2011,
"77760","Mallinveistäjä (puu)","Modellmakare (trävaror)",19.5.2011,
"77760","Mallipuuseppä","Modellsnickare",19.5.2011,
"77790","Muut konepuusepät","Övriga maskinsnickare",19.5.2011,
"778","Puupinnan käsittelijät","Ytbehandlare (trä)",19.5.2011,
"77810","Puunkultaaja","Träförgyllare",19.5.2011,
"77820","Listantekijä","Listmakare",19.5.2011,
"77820","Kehyksentekijä","Rammakare",19.5.2011,
"77820","Pastelloija","Pastellerare",19.5.2011,
"77820","Pohjustaja","Grunderare",19.5.2011,
"77830","Pintakäsittelija (puutuote)","Ytbehandlare (trävaror)",19.5.2011,
"01495","Tutkimusapulainen (meteorologia ja hydrologia)","Forskningsbiträde (meteorologi och hydrologi)",19.5.2011,
"77830","Kiillottaja (puu)","Polerare (trä)",19.5.2011,
"77830","Petsaaja","Betsare",19.5.2011,
"77830","Puunaaja (puutuote)","Bonare (träprodukter)",19.5.2011,
"77890","Muut puupinnan käsittelijät","Övriga ytbehandlare",19.5.2011,
"779","Muu puutyö","Övrigt trävaruarbete",19.5.2011,
"77910","Mallinrakentaja (puu)","Modellbyggare (trä)",19.5.2011,
"77920","Puutaloelementtien valmistaja","Elementtillverkare (trähus)",19.5.2011,
"77920","Kattotuolien valmistaja","Takstolstillverkare",19.5.2011,
"77990","Muut puutyön tekijät","Övriga trävaruarbetare",19.5.2011,
"77990","Heloittaja","Maskinbeslåare",19.5.2011,
"019","Muu kemian ja fysiikan ala","Övrik kemi och fysik",19.5.2011,
"77990","Laatikontekijä","Lådspikare",19.5.2011,
"77990","Viimeistelijä (puutyö)","Appreterare (träarbeten)",19.5.2011,
"78","Maalaustyö","Målningsarbete",19.5.2011,
"782","Teollisuuden maalarit ja lakkaajat","Industrimålare och -lackerare",19.5.2011,
"78210","Autonmaalari","Bilmålare",19.5.2011,
"78220","Maalari, lakkaaja","Målare, lackerare",19.5.2011,
"78220","Huonekalulakkaaja","Möbellackerare",19.5.2011,
"78220","Huonekalumaalaaja","Möbelmålare",19.5.2011,
"78220","Lakkaaja (teollisuus)","Lackerare (industri)",19.5.2011,
"78220","Maalari (teollisuus)","Målare (industri)",19.5.2011,
"01910","Tähtitieteilijä","Astronom",19.5.2011,
"78220","Ruiskulakkaaja","Sprutlackerare",19.5.2011,
"78220","Ruiskumaalaaja","Sprutmålare",19.5.2011,
"78220","Tuotemaalari (teollisuus)","Produktmålare (industri)",19.5.2011,
"78220","Kastelulakkaaja","Dopplackerare",19.5.2011,
"78220","Kastelumaalaaja","Doppmålare",19.5.2011,
"78220","Emaloija","Emaljerare",19.5.2011,
"78230","Polttaja (lakka, emali)","Brännare (lack, emalj)",19.5.2011,
"78230","Emalinpolttaja","Emaljbrännare",19.5.2011,
"78230","Lakanpolttaja","Lackbrännare",19.5.2011,
"78240","Kilpimaalari","Skyltmålare",19.5.2011,
"01990","Muut kemian ja fysiikan alan työntekijät","Övriga anställda inom kemi och fysik",19.5.2011,
"78290","Muut teollisuuden maalarit ja lakkaajat","Övriga industrimålare och -lackerare",19.5.2011,
"789","Muu maalaustyö","Övrigt måleri",19.5.2011,
"78990","Muut maalaustyön tekijät","Övriga inom måleri",19.5.2011,
"00140","Suunnitteluinsinööri (rakennus)","Planeringsingenjör (byggnad)",19.5.2011,
"02","Biologian ala","Biologiskt arbete",19.5.2011,
"021","Biologit","Biologer",19.5.2011,
"8","Muu teollisuus, varastoala","Annan industri, lagerbranschen",19.5.2011,
"80","Graafinen ala","Grafikbranschen",19.5.2011,
"801","Painopinnan valmistajat","Litografer",19.5.2011,
"80110","Latoja, painopinnan valmistaja","Sättare, litograf",19.5.2011,
"02110","Kasvitieteilijä","Botaniker",19.5.2011,
"80110","Konelatoja","Maskinsättare",19.5.2011,
"80110","Käsinlatoja","Handsättare",19.5.2011,
"80110","Teletyyppilatoja","Sättare (teletyp)",19.5.2011,
"80110","Valolatoja","Fotosättare",19.5.2011,
"80120","Tekstinkirjoittaja","Textinskrivare",19.5.2011,
"80120","Teletyyppireijittäjä","Hålslagare (teletyp)",19.5.2011,
"80130","Teksti- ja sivuasemoija","Layoutman",19.5.2011,
"80130","Asemoija","Layoutman",19.5.2011,
"80140","Värierottelija","Färgseparerare",19.5.2011,
"80140","Skannerinkäyttäjä","Scanneroperatör",19.5.2011,
"02120","Eläintieteilijä","Zoolog",19.5.2011,
"80150","Graafinen kopisti","Grafisk kopist",19.5.2011,
"80160","Kuvankorjaaja, retusoija","Bildretuschör, retuschör",19.5.2011,
"80160","Kuvankorjaaja","Bildretuschör",19.5.2011,
"80160","Litografi","Litograf",19.5.2011,
"80160","Retusoija","Retuschör",19.5.2011,
"80170","Syövyttäjä (koho- ja syväpaino)","Etsare (hög- och djuptryck)",19.5.2011,
"80170","Syväpainogalvanoija","Djuptrycksgalvanisör",19.5.2011,
"80180","Graafinen valokuvaaja, reprokuvaaja","Grafisk fotograf, reprofotograf",19.5.2011,
"80185","Reproretusoija","Reproretuschör",19.5.2011,
"80190","Muut painopinnan valmistajat","Övriga sättare och litografer",19.5.2011,
"02120","Entomologi","Entomolog",19.5.2011,
"80190","Kemigrafi","Kemigraf",19.5.2011,
"80190","Sabluunanvalmistaja","Schablontillverkare",19.5.2011,
"80190","Graafinen tekstinvalmistaja","Grafisk textberedare",19.5.2011,
"802","Painajat","Tryckare",19.5.2011,
"80210","Offsetpainaja","Offsettryckare",19.5.2011,
"80210","Rotaatiopainaja","Rotationstryckare",19.5.2011,
"80215","Offsetrainarotaatiopainaja","Offsetrotationstryckare",19.5.2011,
"80220","Syväpainaja","Djuptryckare",19.5.2011,
"80230","Kohopainaja","Högtryckare",19.5.2011,
"80230","Automaattipainaja","Automattryckare",19.5.2011,
"02120","Hyönteistutkija","Insektsforskare",19.5.2011,
"80230","Tiikelipainaja","Digelpresstryckare",19.5.2011,
"80240","Seripainaja, silkkipainaja","Screentryckare, silkdukstryckare",19.5.2011,
"80240","Seripainaja","Screentryckare",19.5.2011,
"80240","Silkkipainaja","Silkdukstryckare",19.5.2011,
"80250","Tapetinpainaja","Tapettryckare",19.5.2011,
"80290","Muut painajat","Övriga tryckare",19.5.2011,
"80290","Kivipainaja","Stentryckare",19.5.2011,
"80290","Käsinpainaja (kirjapaino)","Handtryckare (boktryckeri)",19.5.2011,
"80290","Painoapulainen","Pressbiträde",19.5.2011,
"80290","Rullamies (kirjapaino)","Rullman (boktryckeri)",19.5.2011,
"02130","Limnologi","Limnolog",19.5.2011,
"803","Kirjansitomotyöntekijät","Bokbinderiarbetare",19.5.2011,
"80310","Kirjansitoja","Bokbindare",19.5.2011,
"80310","Käsinkultaaja (kirjapaino)","Handförgyllare (boktryckeri)",19.5.2011,
"80310","Marmoroija (kirjapaino)","Marmorerare (boktryckeri)",19.5.2011,
"80310","Syrjäntekijä (kirjapaino)","Snittmakare (boktryckeri)",19.5.2011,
"80320","Jälkikäsittelykoneenhoitaja","Efterbehandlingsmaskinskötare",19.5.2011,
"80320","Konekirjasitoja","Maskinbokbindare",19.5.2011,
"80320","Postittaja (kirjansitomo)","Postavsändare (bokbinderi)",19.5.2011,
"80330","Paperinleikkaaja (kirjansitomo)","Pappersskärare (bokbinderi)",19.5.2011,
"80340","Sitomotyöntekijä","Bokbinderiarbetare",19.5.2011,
"02130","Hydrobiologi","Hydrobiolog",19.5.2011,
"80390","Muut kirjansitomotyöntekijät","Övriga bokbinderiarbetare",19.5.2011,
"80390","Jälkikäsittelytyöntekijä","Efterbehandlingsarbetare",19.5.2011,
"804","Valokuvalaboratoriotyöntekijät","Fotolaboratoriearbetare",19.5.2011,
"80410","Valokuvalaboratorion työntekijä","Fotolaboratoriearbetare",19.5.2011,
"80410","Valokuvauslaborantti","Fotolaborant",19.5.2011,
"80420","Valokuvankorjaaja, -retusoija","Fotoretuschör",19.5.2011,
"80420","Valokuvankorjaaja","Fotoretuschör",19.5.2011,
"80420","Valokuvanretusoija","Fotoretuschör",19.5.2011,
"80430","Valokuvakopisti","Fotokopist",19.5.2011,
"80490","Muut valokuvalaboratoriotyöntekijät","Övriga fotolaboratoriearbetare",19.5.2011,
"02140","Geneetikko","Genetiker",19.5.2011,
"80490","Filminvalaisija","Filmljussättare",19.5.2011,
"80490","Mikrofilmikopisti","Mikrofilmkopist",19.5.2011,
"80490","Negatiivinleikkaaja","Negativklippare",19.5.2011,
"809","Muu graafinen työ","Övrigt grafiskt arbete",19.5.2011,
"80910","Kaivertaja","Gravör",19.5.2011,
"80910","Kuparikaivertaja","Kopparsticksgravör",19.5.2011,
"80910","Käsinkaivertaja","Handgravör",19.5.2011,
"80910","Tapettivalssinkaivertaja","Tapetsvalsgravör",19.5.2011,
"80920","Kopiokoneenhoitaja","Kopieringsmaskinskötare",19.5.2011,
"80920","Valokopisti","Ljuskopist",19.5.2011,
"02140","Perinnöllisyystutkija","Ärftlighetsforskare",19.5.2011,
"80990","Muut graafisen työn tekijät","Övriga inom grafikbranschen",19.5.2011,
"80990","Pinnoittaja (kirjapaino)","Laminerare (boktryckeri)",19.5.2011,
"80990","Pistekirjoituskopisti","Punktskriftskopist",19.5.2011,
"80990","Väriensekoittaja (kirjapaino)","Färgblandare vid tryckeri",19.5.2011,
"81","Lasi ja tiili","Glas och tegel",19.5.2011,
"00140","Projektipäällikkö (rakennustoiminta)","Projektichef (byggnad)",19.5.2011,
"811","Lasityöntekijät","Glasarbetare",19.5.2011,
"81110","Lasinpuhaltaja","Glasblåsare",19.5.2011,
"81110","Aloittaja (lasiteollisuus)","Skålanfångare (glasindustri)",19.5.2011,
"81110","Lasimestari (lasiteollisuus)","Glasmästare (glasindustri)",19.5.2011,
"81110","Postintekijä (lasiteollisuus)","Postmakare (glasindustri)",19.5.2011,
"02150","Kalastusbiologi","Fiskeribiolog",19.5.2011,
"81110","Puhaltaja (lasiteollisuus)","Blåsare (glasindustri)",19.5.2011,
"81120","Osa-automaattisen lasikoneen hoitaja","Glasmaskinskötare (delautomatisk maskin)",19.5.2011,
"81120","Lasikoneenhoitaja (osa-automaattiset koneet)","Glasmaskinskötare (delautomatisk maskin)",19.5.2011,
"81120","Lasinpainaja","Glastryckare",19.5.2011,
"81130","Täysautomaattisen lasikoneen hoitaja","Glasmaskinskötare (helautomatisk maskin)",19.5.2011,
"81130","Lasikoneenhoitaja (täysautomaattiset koneet)","Glasmaskinskötare (helautomatisk maskin)",19.5.2011,
"81140","Tasonhioja (lasi)","Planslipare (glas)",19.5.2011,
"81150","Linssinhioja","Linsslipare",19.5.2011,
"81160","Tuulilasin valmistaja","Vindrutetillverkare",19.5.2011,
"81160","Käsinleikkaaja (lasiteollisuus)","Handskärare (glasindustri)",19.5.2011,
"02150","Kalantutkimuslaitoksen intendentti","Fiskeriintendent",19.5.2011,
"81160","Automaattikoneenhoitaja (lasiteollisuus)","Automatmaskinskötare (glasindustri)",19.5.2011,
"81160","Lasinhioja (tuulilasin valmistus)","Glasslipare (vindrutetillverkare)",19.5.2011,
"81160","Taivuttaja (lasiteollisuus)","Böjare (glasindustri)",19.5.2011,
"81160","Laminoitsija (lasiteollisuus)","Laminerare (glasindustri)",19.5.2011,
"81160","Autoklaavin käyttäjä (lasiteollisuus)","Autoklavoperatör (glasindustri)",19.5.2011,
"81160","Kalvonleikkaaja (lasiteollisuus)","Filmskärare (glasindustri)",19.5.2011,
"81160","Lämmitettävien tuulilasien tekijä","Tillverkare av uppvärmbara vindrutor",19.5.2011,
"81160","Antennilasintekijä","Antennglastillverkare",19.5.2011,
"81190","Muut lasityöntekijät","Övriga glasarbetare",19.5.2011,
"81190","Hollaaja","Posthållare",19.5.2011,
"02150","Kalastustutkija","Fiskeriforskare",19.5.2011,
"81190","Hyttiapulainen (lasiteollisuus)","Hyttbiträde (glasindustri)",19.5.2011,
"81190","Kantaja (lasiteollisuus)","Inbärare (glasindustri)",19.5.2011,
"81190","Katkaisija (lasiteollisuus)","Avsprängare (glasindustri)",19.5.2011,
"81190","Leikkaaja (lasiteollisuus)","Skärare (glasindustri)",19.5.2011,
"81190","Muotinpitäjä (lasiteollisuus)","Formhållare (glasindustri)",19.5.2011,
"81190","Poraaja (lasiteollisuus)","Borrare (glasindustri)",19.5.2011,
"812","Muovaajat","Formare",19.5.2011,
"81210","Mallintekijä (keraaminen teollisuus)","Modellör (keramisk industri)",19.5.2011,
"81210","Mallinkaavaaja","Modelltillverkare",19.5.2011,
"81220","Muotinvalaja (keraaminen teollisuus)","Modellgjutare (keramisk industri)",19.5.2011,
"02160","Mikrobiologi","Mikrobiolog",19.5.2011,
"81220","Kipsinvalaja","Gipsgjutare",19.5.2011,
"81220","Mallinvalaja (keraaminen teollisuus)","Formgjutare (keramisk industri)",19.5.2011,
"81230","Dreijaaja","Drejare",19.5.2011,
"81230","Savenvalaja","Krukmakare",19.5.2011,
"81230","Savenvalaja-artesaani","Artesan-krukmakare",19.5.2011,
"81240","Muovaaja (keraaminen teollisuus)","Formare (keramisk industri)",19.5.2011,
"81240","Laatanpuristaja (keramiikka)","Pressare (keramiska plattor)",19.5.2011,
"81250","Valaja (keramiikka)","Gjutare (keramik)",19.5.2011,
"81260","Silottaja (keraaminen teollisuus)","Porslinsputsare (keramisk industri)",19.5.2011,
"81260","Posliininhioja","Porslinsslipare",19.5.2011,
"02160","Bakteriologi","Bakteriolog",19.5.2011,
"81260","Posliininpuhdistaja","Porslinsputsare",19.5.2011,
"81260","Silaaja (posliini)","Avbättrare (porslin)",19.5.2011,
"81270","Tiilenpuristaja","Tegelformare",19.5.2011,
"81270","Tiilentekijä","Tegelslagare",19.5.2011,
"81290","Muut muovaajat","Övriga formare",19.5.2011,
"00010","Arkkitehti","Arkitekt",19.5.2011,
"813","Uuninhoitajat, lasi ja keramiikka","Ugnsskötare, glas och keramik",19.5.2011,
"81310","Lasinsulattaja","Glassmältare",19.5.2011,
"81320","Lasinkarkaisija","Glashärdare",19.5.2011,
"81330","Polttaja (lasi, keramiikka)","Brännare (glas, keramik)",19.5.2011,
"81340","Tiilenpolttaja","Tegelbrännare",19.5.2011,
"02160","Immunologi","Immunolog",19.5.2011,
"81340","Tiilenkuivaajanhoitaja","Tegeltorksskötare",19.5.2011,
"81390","Muut uuninhoitajat, lasi ja keramiikka","Övriga ugnsskötare, glas och keramik",19.5.2011,
